1614653078 0 0 0 0 3 0 0 0 0 0 0 0 0 0
1614653928 919149 0 0 0 3 0 0 0 0 0 0 0 0 0
1614654038 919150 0 0 0 3 0 0 0 0 0 0 0 0 0
1614654160 919151 0 0 0 3 0 0 0 0 0 0 0 0 0
1614654227 919152 0 0 0 3 0 0 0 0 0 0 0 0 0
1614654364 919153 0 0 0 3 0 0 0 0 0 0 0 0 0
1614678343 919348 0 0 0 3 0 0 0 0 0 0 0 0 0
1614760868 949969 0 0 0 3 0 0 0 0 0 0 0 0 0
1614761859 949988 0 0 0 3 0 0 0 0 0 0 0 0 0
1614762196 949998 0 0 0 3 0 0 0 0 0 0 0 0 0
1614762472 950037 0 0 0 3 0 0 0 0 0 0 0 0 0
1614764886 950824 0 0 0 3 0 0 0 0 0 0 0 0 0
1614764930 950825 0 0 0 3 0 0 0 0 0 0 0 0 0
1614817831 950875 0 0 0 3 0 0 0 0 0 0 0 0 0
1614825653 959731 0 0 0 3 0 0 0 0 0 0 0 0 0
1614829320 959735 0 0 0 3 0 0 0 0 0 0 0 0 0
1614838153 959892 0 0 0 3 0 0 0 0 0 0 0 0 0
1614845932 1237507 0 0 0 3 0 0 0 0 0 0 0 0 0
1614850019 1237508 0 0 0 3 0 0 0 0 0 0 0 0 0
1614850116 1237509 0 0 0 3 0 0 0 0 0 0 0 0 0
1614934566 1237856 0 0 0 3 0 0 0 0 0 0 0 0 0
1615205562 1367708 0 0 0 3 0 0 0 0 0 0 0 0 0
1615205662 1367709 0 0 0 3 0 0 0 0 0 0 0 0 0
1615253305 1367799 0 0 0 3 0 0 0 0 0 0 0 0 0
1615266796 1367874 0 0 0 3 0 0 0 0 0 0 0 0 0
1615271041 1368417 0 0 0 3 0 0 0 0 0 0 0 0 0
1615271871 1368421 0 0 0 3 0 0 0 0 0 0 0 0 0
1615338896 1368434 0 0 0 3 0 0 0 0 0 0 0 0 0
1615344395 1368596 0 0 0 3 0 0 0 0 0 0 0 0 0
1615345399 1368761 0 0 0 3 0 0 0 0 0 0 0 0 0
1615345963 1368764 0 0 0 3 0 0 0 0 0 0 0 0 0
1615355473 1368787 0 0 0 3 0 0 0 0 0 0 0 0 0
1615384161 1369080 0 0 0 3 0 0 0 0 0 0 0 0 0
1615777531 1369115 0 0 0 3 0 0 0 0 0 0 0 0 0
1615951281 1369155 0 0 0 3 0 0 0 0 0 0 0 0 0
1616552155 1369192 0 0 0 3 0 0 0 0 0 0 0 0 0
1616569188 1369249 0 0 0 3 0 0 0 0 0 0 0 0 0
1616727625 1369413 0 0 0 3 0 0 0 0 0 0 0 0 0
1616731418 1369415 0 0 0 3 0 0 0 0 0 0 0 0 0
1617095929 1369613 0 0 0 3 0 0 0 0 0 0 0 0 0
1617184485 1369626 0 0 0 3 0 0 0 0 0 0 0 0 0
1617185030 1458483 0 0 0 3 0 0 0 0 0 0 0 0 0
1617185072 1458484 0 0 0 3 0 0 0 0 0 0 0 0 0
1617676924 1462700 0 0 0 3 0 0 0 0 0 0 0 0 0
1617876411 1465122 0 0 0 3 0 0 0 0 0 0 0 0 0
1617876477 1465123 0 0 0 3 0 0 0 0 0 0 0 0 0
1618206646 1465453 0 0 0 3 0 0 0 0 0 0 0 0 0
1618206739 1465458 0 0 0 3 0 0 0 0 0 0 0 0 0
1618206769 1465459 0 0 0 3 0 0 0 0 0 0 0 0 0
1618220060 1465531 0 0 0 3 0 0 0 0 0 0 0 0 0
1618220752 1465532 0 0 0 3 0 0 0 0 0 0 0 0 0
1618302514 1465715 0 0 0 3 0 0 0 0 0 0 0 0 0
1618303149 1465716 0 0 0 3 0 0 0 0 0 0 0 0 0
1618304015 1466075 0 0 0 3 0 0 0 0 0 0 0 0 0
