1614653078 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1614653928 1 0 0 0 1 0 0 0 0 0 0 0 0 0
1614654038 2 0 0 0 1 0 0 0 0 0 0 0 0 0
1614654160 3 0 0 0 1 0 0 0 0 0 0 0 0 0
1614654227 4 0 0 0 1 0 0 0 0 0 0 0 0 0
1614654364 5 0 0 0 1 0 0 0 0 0 0 0 0 0
1614678343 6 0 0 0 1 0 0 0 0 0 0 0 0 0
1614760868 7 0 0 0 1 0 0 0 0 0 0 0 0 0
1614761859 8 0 0 0 1 0 0 0 0 0 0 0 0 0
1614762196 9 0 0 0 1 0 0 0 0 0 0 0 0 0
1614762472 10 0 0 0 1 0 0 0 0 0 0 0 0 0
1614764886 11 0 0 0 1 0 0 0 0 0 0 0 0 0
1614764930 12 0 0 0 1 0 0 0 0 0 0 0 0 0
1614817831 13 0 0 0 1 0 0 0 0 0 0 0 0 0
1614825653 14 0 0 0 1 0 0 0 0 0 0 0 0 0
1614829320 15 0 0 0 1 0 0 0 0 0 0 0 0 0
1614838153 16 0 0 0 1 0 0 0 0 0 0 0 0 0
1614845932 17 0 0 0 1 0 0 0 0 0 0 0 0 0
1614850019 18 0 0 0 1 0 0 0 0 0 0 0 0 0
1614850116 19 0 0 0 1 0 0 0 0 0 0 0 0 0
1614934566 20 0 0 0 1 0 0 0 0 0 0 0 0 0
1615205562 21 0 0 0 1 0 0 0 0 0 0 0 0 0
1615205662 22 0 0 0 1 0 0 0 0 0 0 0 0 0
1615253305 23 0 0 0 1 0 0 0 0 0 0 0 0 0
1615266796 24 0 0 0 1 0 0 0 0 0 0 0 0 0
1615271041 25 0 0 0 1 0 0 0 0 0 0 0 0 0
1615271871 26 0 0 0 1 0 0 0 0 0 0 0 0 0
1615338896 27 0 0 0 1 0 0 0 0 0 0 0 0 0
1615344395 28 0 0 0 1 0 0 0 0 0 0 0 0 0
1615345399 29 0 0 0 1 0 0 0 0 0 0 0 0 0
1615345963 30 0 0 0 1 0 0 0 0 0 0 0 0 0
1615355473 31 0 0 0 1 0 0 0 0 0 0 0 0 0
1615384161 32 0 0 0 1 0 0 0 0 0 0 0 0 0
1615777531 33 0 0 0 1 0 0 0 0 0 0 0 0 0
1615951281 34 0 0 0 1 0 0 0 0 0 0 0 0 0
1616552155 35 0 0 0 1 0 0 0 0 0 0 0 0 0
1616569188 36 0 0 0 1 0 0 0 0 0 0 0 0 0
1616727625 37 0 0 0 1 0 0 0 0 0 0 0 0 0
1616731418 38 0 0 0 1 0 0 0 0 0 0 0 0 0
1617095929 39 0 0 0 1 0 0 0 0 0 0 0 0 0
1617184485 40 0 0 0 1 0 0 0 0 0 0 0 0 0
1617185030 41 0 0 0 1 0 0 0 0 0 0 0 0 0
1617185072 42 0 0 0 1 0 0 0 0 0 0 0 0 0
1617676924 43 0 0 0 1 0 0 0 0 0 0 0 0 0
1617876411 44 0 0 0 1 0 0 0 0 0 0 0 0 0
1617876477 45 0 0 0 1 0 0 0 0 0 0 0 0 0
1618206646 46 0 0 0 1 0 0 0 0 0 0 0 0 0
1618206739 47 0 0 0 1 0 0 0 0 0 0 0 0 0
1618206769 48 0 0 0 1 0 0 0 0 0 0 0 0 0
1618220060 49 0 0 0 1 0 0 0 0 0 0 0 0 0
